Row Labels;Sum of CREDITO;;;
573911 6 100392;950000;;950000;0
573911 6 101276;1084000;;1084000;0
573911 6 102825;270500;;270500;0
573911 6 1233;950000;;950000;0
573911 6 1823;1084000;;1084000;0
573911 6 3128;831500;;831500;0
573911 6 5803;1416700;;1416700;0
573912 2 11003;1000000;;1000000;0
573912 2 13547;1100000;;1100000;0
573912 2 1410;360000;;360000;0
573912 2 16313;2000000;;2000000;0
573912 2 1847;240000;;240000;0
573912 2 18743;2000000;;2000000;0
573912 2 20690;2000000;;2000000;0
573912 2 23372;2000000;;2000000;0
573912 2 2454;600000;;600000;0
573912 2 26477;1724100;;1724100;0
573912 2 3202;500000;;500000;0
573912 2 405;400000;;400000;0
573912 2 8086;1000000;;1000000;0
573912 3 12268;600000;;600000;0
573912 3 13097;300000;;300000;0
573912 6 100283;301000;;301000;0
573912 6 101281;333200;;333200;0
573912 6 101923;414400;;414400;0
573912 6 102577;613000;;613000;0
573912 6 10409;1000900;;1000900;0
573912 6 13453;1199500;;1199500;0
573912 6 15677;1517700;;1517700;0
573912 6 18957;1836900;;1836900;0
573912 6 21565;1836900;;1836900;0
573912 6 24264;841485;;841485;0
573912 6 3416;235200;;235200;0
573912 6 4853;810800;;810800;0
573912 6 7237;952200;;952200;0
573929 2 11899;1500000;;1500000;0
573929 2 1315;200000;;200000;0
573929 2 13527;1500000;;1500000;0
573929 2 16750;600000;;600000;0
573929 2 2197;1300000;;1300000;0
573929 2 4714;600000;;600000;0
573929 2 7602;1000000;;1000000;0
573929 6 100844;791000;;791000;0
573929 6 17925;2341400;;2341400;0
573929 6 21190;2341400;;2341400;0
573978 2 12740;1600000;;1600000;0
573978 2 15647;1000000;;1000000;0
573978 2 17196;350000;;350000;0
573978 2 1803;1500000;;1500000;0
573978 2 193;1200000;;1200000;0
573978 2 2105;1500000;;1500000;0
573978 2 2892;1500000;;1500000;0
573978 2 6230;1664000;;1664000;0
573978 2 6804;1664000;;1664000;0
573978 2 811;1400000;;1400000;0
573978 2 9887;1429000;;1429000;0
573978 3 153;100000;;100000;0
573978 3 365;200000;;200000;0
573978 3 521;200000;;200000;0
573978 3 597;200000;;200000;0
573978 3 909;250000;;250000;0
573978 6 1022;721500;;721500;0
573978 6 10478;785400;;785400;0
573978 6 15831;835900;;835900;0
573978 6 1606;588300;;588300;0
573978 6 2005;843000;;843000;0
573978 6 217;492500;;492500;0
573978 6 2748;1130500;;1130500;0
573978 6 4371;1130500;;1130500;0
573978 6 7778;785400;;785400;0
573985 2 14104;400000;;400000;0
573985 2 21742;630000;;630000;0
573985 2 24359;800000;;800000;0
573985 2 2573;250000;;250000;0
573985 2 3798;200000;;200000;0
573985 2 457;350000;;350000;0
573985 2 6107;400000;;400000;0
573991 2 44;710000;;710000;0
573991 2 580;900000;;900000;0
573991 3 34;60000;;60000;0
573991 5 9814;1027000;;1027000;0
573991 6 3082;110000;;110000;0
573991 6 537;130000;;130000;0
574018 2 1755;1200000;;1200000;0
574018 2 35;1150000;;1150000;0
574018 2 914;1000000;;1000000;0
574018 6 2273;1215000;;1215000;0
574033 2 14060;1100000;;1100000;0
574033 2 14773;600000;;600000;0
574033 2 17061;600000;;600000;0
574033 2 6283;600000;;600000;0
574033 2 9244;700000;;700000;0
574033 3 142;200000;;200000;0
574033 3 96;200000;;200000;0
574033 6 11508;673200;;673200;0
574033 6 16687;1139000;;1139000;0
574043 2 2133;300000;;300000;0
574043 2 647;200000;;200000;0
574043 2 836;250000;;250000;0
574043 2 928;200000;;200000;0
574043 6 101394;306900;;306900;0
574043 6 101855;129100;;129100;0
574043 6 264;323800;;323800;0
574043 6 819;323800;;323800;0
574052 13 30745;1024500;;1024500;0
574052 2 11080;2000000;;2000000;0
574052 2 1540;2000000;;2000000;0
574052 2 22672;1500000;;1500000;0
574052 2 24379;2000000;;2000000;0
574052 2 27467;4500000;;4500000;0
574052 2 31369;2000000;;2000000;0
574052 2 35161;4500000;;4500000;0
574052 2 35772;3500000;;3500000;0
574052 2 37402;15000000;;15000000;0
574052 2 39526;22263815;;22263815;0
574052 2 482;2000000;;2000000;0
574052 2 6349;700000;;700000;0
574052 6 100165;531300;;531300;0
574052 6 101290;634200;;634200;0
574052 6 101969;782000;;782000;0
574052 6 17953;3142000;;3142000;0
574052 6 20625;1714200;;1714200;0
574052 6 6199;204700;;204700;0
574052 7 28;750000;;750000;0
574064 2 1076;4000000;;4000000;0
574064 2 513;1500000;;1500000;0
574064 2 542;1500000;;1500000;0
574064 2 8532;3850000;;3850000;0
574064 3 102;200000;;200000;0
574064 3 132;400000;;400000;0
574064 3 55;400000;;400000;0
574064 3 67;300000;;300000;0
574064 6 1000;2150000;;2150000;0
574064 6 1443;1080000;;1080000;0
574064 6 207;1783250;;1783250;0
574064 6 8533;1156948;;1156948;0
574067 6 100843;164200;;164200;0
574067 6 1484;270000;;270000;0
574067 6 25;226200;;226200;0
574067 6 439;226200;;226200;0
574078 2 1549;1900000;;1900000;0
574078 2 1879;1500000;;1500000;0
574078 2 2244;2600000;;2600000;0
574078 2 25680;2500000;;2500000;0
574078 2 2610;2600000;;2600000;0
574078 2 29227;2500000;;2500000;0
574078 2 33140;3000000;;3000000;0
574078 2 38413;3000000;;3000000;0
574078 2 40691;2000000;;2000000;0
574078 2 895;500000;;500000;0
574078 6 2144;1030700;;1030700;0
574087 2 11311;800000;;800000;0
574087 2 14237;800000;;800000;0
574087 2 16814;1400000;;1400000;0
574087 2 19593;1800000;;1800000;0
574087 2 21847;1800000;;1800000;0
574087 2 2270;100000;;100000;0
574087 2 3851;300000;;300000;0
574087 2 670;700000;;700000;0
574087 2 9996253;700000;;700000;0
574087 6 101731;620900;;620900;0
574087 6 102162;564700;;564700;0
574087 6 1101;506000;;506000;0
574090 2 3645;450000;;450000;0
574090 6 101351;224800;;224800;0
574090 6 101860;219100;;219100;0
574090 6 103097;142400;;142400;0
574094 2 406;2200000;;2200000;0
574102 2 15843;400000;;400000;0
574102 2 19022;1900000;;1900000;0
574102 2 23994;400000;;400000;0
574102 2 27611;650000;;650000;0
574102 2 31401;800000;;800000;0
574102 2 34362;800000;;800000;0
574102 2 35338;800000;;800000;0
574102 2 38070;800000;;800000;0
574102 2 38627;2000000;;2000000;0
574102 6 30839;867922;;867922;0
574102 6 36261;842172;;842172;0
574103 2 126;2329000;;2329000;0
574103 2 1365;1400000;;1400000;0
574103 2 3294;2000000;;2000000;0
574103 2 6786;2329000;;2329000;0
574103 2 690;800000;;800000;0
574103 6 100882;737950;;737950;0
574103 6 2752;1000000;;1000000;0
574103 6 2763;1086000;;1086000;0
574103 6 53;1086000;;1086000;0
574103 6 6787;639000;;639000;0
574103 6 82;733000;;733000;0
574108 2 27618;1200000;;1200000;0
574108 2 30179;1200000;;1200000;0
574108 2 40520;500000;;500000;0
574108 6 30183;474480;;474480;0
574108 6 31634;451400;;451400;0
574108 6 33942;530100;;530100;0
574108 6 36013;518000;;518000;0
574108 6 36984;741624;;741624;0
574108 6 38746;1001600;;1001600;0
574108 6 40169;368500;;368500;0
574110 2 10546;2200000;;2200000;0
574110 2 12973;2000000;;2000000;0
574110 2 1354;2000000;;2000000;0
574110 2 14823;150000;;150000;0
574110 2 15335;2500000;;2500000;0
574110 2 1618;2000000;;2000000;0
574110 2 17572;2500000;;2500000;0
574110 2 20299;2500000;;2500000;0
574110 2 2244;2000000;;2000000;0
574110 2 23656;4400000;;4400000;0
574110 2 26939;4400000;;4400000;0
574110 2 27774;4300000;;4300000;0
574110 2 3057;2000000;;2000000;0
574110 2 31463;4300000;;4300000;0
574110 2 33716;4300000;;4300000;0
574110 2 38302;500000;;500000;0
574110 2 40515;500000;;500000;0
574110 2 588;2000000;;2000000;0
574110 2 7601;2200000;;2200000;0
574110 5 36948;3330975;;3330975;0
574110 6 101508;618300;;618300;0
574110 6 10154;980300;;980300;0
574110 6 102943;942000;;942000;0
574110 6 11913;225500;;225500;0
574110 6 1276;287700;;287700;0
574110 6 13109;1207700;;1207700;0
574110 6 15472;923200;;923200;0
574110 6 1731;287700;;287700;0
574110 6 18454;923200;;923200;0
574110 6 21575;923200;;923200;0
574110 6 23672;2352600;;2352600;0
574110 6 26940;2352600;;2352600;0
574110 6 27785;2401320;;2401320;0
574110 6 31464;2401320;;2401320;0
574110 6 33717;2401320;;2401320;0
574110 6 389;287700;;287700;0
574110 6 39191;902076;;902076;0
574110 6 4840;754000;;754000;0
574110 6 630;287700;;287700;0
574110 6 8150;551900;;551900;0
574117 6 2295;1148000;;1148000;0
574117 6 2392;1953000;;1953000;0
574158 2 11089;1000000;;1000000;0
574158 2 12679;1200000;;1200000;0
574158 2 3264;1000000;;1000000;0
574158 2 4221;1400000;;1400000;0
574158 2 7891;1500000;;1500000;0
574158 6 101177;1124000;;1124000;0
574158 6 101891;1255600;;1255600;0
574158 6 231;201800;;201800;0
574158 6 387;621000;;621000;0
574158 6 796;675000;;675000;0
574189 2 10765;1200000;;1200000;0
574189 2 11787;1200000;;1200000;0
574189 2 13934;2700000;;2700000;0
574189 2 1450;600000;;600000;0
574189 2 16063;1900000;;1900000;0
574189 2 16593;1181000;;1181000;0
574189 2 177;400000;;400000;0
574189 2 18636;900000;;900000;0
574189 2 18637;1181000;;1181000;0
574189 2 2049;500000;;500000;0
574189 2 21267;900000;;900000;0
574189 2 21268;1181000;;1181000;0
574189 2 2283;500000;;500000;0
574189 2 24042;900000;;900000;0
574189 2 24043;1181000;;1181000;0
574189 2 27492;900000;;900000;0
574189 2 27493;1181000;;1181000;0
574189 2 7079;1000000;;1000000;0
574189 2 8951;1200000;;1200000;0
574189 6 1028;874288;;874288;0
574189 6 1538;418500;;418500;0
574189 6 16972;871000;;871000;0
574189 6 18764;2342600;;2342600;0
574189 6 1940;418500;;418500;0
574189 6 21269;2342600;;2342600;0
574189 6 24044;2342600;;2342600;0
574189 6 253;937000;;937000;0
574189 6 27491;2342600;;2342600;0
574189 6 4941;453600;;453600;0
574203 2 11666;9465000;;9465000;0
574203 2 1212;10000000;;10000000;0
574203 2 1409;10000000;;10000000;0
574203 2 14434;14000000;;14000000;0
574203 2 2209;10000000;;10000000;0
574203 2 2947;10000000;;10000000;0
574203 2 5517;10000000;;10000000;0
574203 2 586;10000000;;10000000;0
574203 2 8895;9465000;;9465000;0
574203 6 100557;5884000;;5884000;0
574203 6 101380;6228724;;6228724;0
574203 6 101421;639600;;639600;0
574203 6 10814;3105000;;3105000;0
574203 6 13435;3105000;;3105000;0
574203 6 16098;4356300;;4356300;0
574203 6 1813;6228724;;6228724;0
574203 6 18820;4356300;;4356300;0
574203 6 2425;5228724;;5228724;0
574203 6 2859;5228724;;5228724;0
574203 6 8112;3105000;;3105000;0
574235 2 1042;200000;;200000;0
574235 2 10927;500000;;500000;0
574235 2 12191;150000;;150000;0
574235 2 1622;200000;;200000;0
574235 2 2072;120000;;120000;0
574235 2 2202;120000;;120000;0
574235 2 2765;250000;;250000;0
574235 2 2863;100000;;100000;0
574235 2 3607;250000;;250000;0
574235 2 3730;100000;;100000;0
574235 2 5102;250000;;250000;0
574235 2 8478;500000;;500000;0
574235 2 9215;150000;;150000;0
574235 3 109;50000;;50000;0
574235 3 116;80000;;80000;0
574235 3 154;50000;;50000;0
574235 3 17;70000;;70000;0
574235 3 186;80000;;80000;0
574235 3 205;230000;;230000;0
574235 3 233;200000;;200000;0
574235 3 266;290000;;290000;0
574235 3 272;50000;;50000;0
574235 3 283;40000;;40000;0
574235 3 470;80000;;80000;0
574235 3 485;185000;;185000;0
574235 3 497;350000;;350000;0
574235 3 520;260000;;260000;0
574235 3 532;110000;;110000;0
574235 3 57;60000;;60000;0
574235 3 667;50000;;50000;0
574235 3 819;150000;;150000;0
574235 6 1620;500700;;500700;0
574235 6 2157;622600;;622600;0
574235 6 2514;450000;;450000;0
574235 6 2627;486800;;486800;0
574235 6 3064;446400;;446400;0
574235 6 5101;486800;;486800;0
574235 6 875;273400;;273400;0
574249 2 2960;2000000;;2000000;0
574249 2 3369;2000000;;2000000;0
574249 2 6434;1400000;;1400000;0
574291 1 125;500000;;500000;0
574291 2 496;500000;;500000;0
574291 2 6028;3000000;;3000000;0
574291 2 8897;2869000;;2869000;0
574317 2 13044;400000;;400000;0
574317 2 1426;900000;;900000;0
574317 2 1984;1200000;;1200000;0
574317 2 2161;1200000;;1200000;0
574317 2 2840;1200000;;1200000;0
574317 2 5256;1200000;;1200000;0
574317 2 664;1000000;;1000000;0
574317 3 8064;300000;;300000;0
574317 6 11116;856000;;856000;0
574317 6 13045;658500;;658500;0
574326 2 11925;1500000;;1500000;0
574326 2 1297;1000000;;1000000;0
574326 2 17105;600000;;600000;0
574326 2 17170;4000000;;4000000;0
574326 2 21857;2500000;;2500000;0
574326 2 2488;1000000;;1000000;0
574326 2 3564;1000000;;1000000;0
574326 2 6270;1000000;;1000000;0
574326 2 6521;2000000;;2000000;0
574326 2 8990;2000000;;2000000;0
574326 2 905;1000000;;1000000;0
574326 3 1000;200000;;200000;0
574326 3 109;200000;;200000;0
574326 3 153;200000;;200000;0
574326 3 201;200000;;200000;0
574326 3 260;300000;;300000;0
574326 3 49;200000;;200000;0
574326 3 6271;1000000;;1000000;0
574326 3 6751;700000;;700000;0
574326 3 807;120000;;120000;0
574326 3 81;200000;;200000;0
574326 6 100435;1166000;;1166000;0
574326 6 101355;866000;;866000;0
574326 6 10261;2145600;;2145600;0
574326 6 1229;1166000;;1166000;0
574326 6 1769;377015;;377015;0
574326 6 1778;2032000;;2032000;0
574326 6 224;780000;;780000;0
574326 6 2356;2032000;;2032000;0
574326 6 8813;1253500;;1253500;0
574336 2 1022;789000;;789000;0
574336 2 1137;500000;;500000;0
574336 2 1634;980000;;980000;0
574336 2 2614;1233000;;1233000;0
574336 2 2627;1193000;;1193000;0
574336 2 327;930000;;930000;0
574336 2 3309;1165000;;1165000;0
574336 2 5736;1527000;;1527000;0
574336 2 8810;1495000;;1495000;0
574336 3 178;130000;;130000;0
574336 3 227;170000;;170000;0
574336 3 427;150000;;150000;0
574336 3 692;150000;;150000;0
574336 6 10061;251000;;251000;0
574336 6 13479;251000;;251000;0
574336 6 1402;377400;;377400;0
574336 6 1435;275000;;275000;0
574336 6 2181;483000;;483000;0
574336 6 2184;466000;;466000;0
574336 6 318;204700;;204700;0
574336 6 5661;466000;;466000;0
574336 6 670;410800;;410800;0
574336 6 8334;251000;;251000;0
574442 2 1373;1190000;;1190000;0
574442 2 140;1835000;;1835000;0
574442 2 3345;2510000;;2510000;0
574442 2 74;1190000;;1190000;0
574442 2 862;1190000;;1190000;0
574442 2 9302;1822000;;1822000;0
574442 6 1277;1557000;;1557000;0
574442 6 2803;2813000;;2813000;0
574442 6 290;1401500;;1401500;0
574442 6 62;2412000;;2412000;0
574442 6 695;1557000;;1557000;0
574442 6 9303;2292000;;2292000;0
574442 6 970;1590000;;1590000;0
574446 2 1151;3000000;;3000000;0
574446 2 1640;3000000;;3000000;0
574446 2 322;3000000;;3000000;0
574446 2 5581;4770000;;4770000;0
574446 2 676;2800000;;2800000;0
574446 3 358;300000;;300000;0
574446 5 9469;4655000;;4655000;0
574446 6 1026;771150;;771150;0
574446 6 1265;635700;;635700;0
574446 6 4;771150;;771150;0
574446 6 644;771150;;771150;0
574500 2 1316;250000;;250000;0
574500 2 1595;250000;;250000;0
574500 2 2326;239000;;239000;0
574500 2 3299;200000;;200000;0
574500 2 3568;100000;;100000;0
574500 2 514;250000;;250000;0
574500 6 100413;113000;;113000;0
574500 6 1242;113000;;113000;0
574500 6 82;39400;;39400;0
5773829 2 25030;1230000;;1230000;0
5773829 6 31453;1619596;;1619596;0
5799460 6 190;1969100;;1969100;0
5799460 6 191;1353900;;1353900;0
583462 2 397;300000;;300000;0
594043 2 20000385;9500000;;9500000;0
594043 6 20000015;3589180;;3589180;0
594135 2 20000372;300000;;300000;0
594135 2 20000563;360000;;360000;0
594135 2 20000615;360000;;360000;0
594135 2 20001101;298000;;298000;0
594232 13 25609;51460200;;51460200;0
594232 2 32993;88000000;;88000000;0
594232 2 33259;48700000;;48700000;0
594232 2 35754;250000000;;250000000;0
594232 2 37781;270000000;;270000000;0
594232 2 40573;150000000;;150000000;0
594232 2 40763;250000000;;250000000;0
594270 2 20000386;700000;;700000;0
594270 6 20000016;394600;;394600;0
594380 2 112;600000;;600000;0
594380 2 113;405000;;405000;0
594380 2 118;500000;;500000;0
594380 2 562;500000;;500000;0
594380 2 625;405000;;405000;0
594380 6 0;534600;;534600;0
594380 6 241;1068000;;1068000;0
594380 6 30000301;189000;;189000;0
594380 6 30000428;910800;;910800;0
594380 6 30001382;1244100;;1244100;0
594380 6 30002513;1028800;;1028800;0
594380 6 30002860;1028800;;1028800;0
594380 6 34;493500;;493500;0
594380 6 38;506850;;506850;0
594380 6 534;675000;;675000;0
594380 6 540;558800;;558800;0
594407 2 20000371;5800000;;5800000;0
594407 5 20001184;8832600;;8832600;0
594457 13 34513;973800;;973800;0
594457 2 39608;1000000;;1000000;0
594457 2 50048;300000;;300000;0
594457 2 50123;850000;;850000;0
594457 2 50208;900000;;900000;0
594457 2 50262;300000;;300000;0
594457 2 50311;250000;;250000;0
594457 2 50387;1100000;;1100000;0
594457 2 6408;110000;;110000;0
594457 2 8211;900000;;900000;0
594457 6 26907;804600;;804600;0
594457 6 30807;971400;;971400;0
594457 6 37062;650000;;650000;0
594457 6 50047;560800;;560800;0
594457 6 50122;482400;;482400;0
594457 6 50270;673750;;673750;0
594457 6 50312;698200;;698200;0
594457 6 6118;508550;;508550;0
594488 6 20000013;1915000;;1915000;0
594488 6 20000704;2167700;;2167700;0
594488 6 20001030;2065000;;2065000;0
594488 6 20001258;1924900;;1924900;0
594488 6 20001475;2866500;;2866500;0
594521 2 2184;700000;;700000;0
594521 7 5;400000;;400000;0
594531 2 20000250;400000;;400000;0
594531 2 20000251;200000;;200000;0
594531 2 20000880;200000;;200000;0
594531 2 20001045;400000;;400000;0
594531 2 20001387;250000;;250000;0
594531 6 20000714;289800;;289800;0
594545 2 20000389;3640000;;3640000;0
594545 2 20000975;3532000;;3532000;0
594583 2 16488;2000000;;2000000;0
594583 2 18469;2400000;;2400000;0
594583 2 20000617;1636000;;1636000;0
594583 2 22433;2400000;;2400000;0
594583 6 20001701;918700;;918700;0
594583 6 20001929;918700;;918700;0
594594 2 20000370;1420000;;1420000;0
594642 2 20000560;3000000;;3000000;0
594642 2 20000939;4000000;;4000000;0
594642 2 20001208;8000000;;8000000;0
594642 2 20001575;6700000;;6700000;0
594642 2 20001811;14000000;;14000000;0
594642 6 20000438;4120000;;4120000;0
594642 6 20000799;4140000;;4140000;0
594642 6 20001141;6389000;;6389000;0
594642 6 20001386;5024600;;5024600;0
594711 6 20000019;720000;;720000;0
594711 6 20000729;786600;;786600;0
594711 6 20001086;681600;;681600;0
594711 6 20001274;646800;;646800;0
594711 6 20001506;964500;;964500;0
594711 6 20001693;434500;;434500;0
594712 2 20000068;600000;;600000;0
594712 6 20000428;243500;;243500;0
594712 6 20000545;74000;;74000;0
594737 2 20000392;600000;;600000;0
594737 2 20000785;700000;;700000;0
594737 2 20001027;1000000;;1000000;0
594737 2 20001281;1000000;;1000000;0
594737 6 20000020;220000;;220000;0
594737 6 20000786;395100;;395100;0
594737 6 20001026;361600;;361600;0
594737 6 20001282;344400;;344400;0
594759 2 20000374;2030000;;2030000;0
594759 6 20000010;2910000;;2910000;0
594801 2 358;1500000;;1500000;0
594801 2 430;500000;;500000;0
594802 2 209;1500000;;1500000;0
594802 6 1;1463000;;1463000;0
594806 2 20000355;4860000;;4860000;0
594878 2 241;3500000;;3500000;0
594878 2 30000108;800000;;800000;0
594878 2 322;3500000;;3500000;0
594878 2 888;3500000;;3500000;0
594878 6 1;1370000;;1370000;0
594878 6 103;2140450;;2140450;0
594878 6 185;2140450;;2140450;0
594878 6 30000107;2500000;;2500000;0
594878 6 371;2140450;;2140450;0
594878 6 523;2140450;;2140450;0
595056 2 20000359;2000000;;2000000;0
595056 6 20000436;1095000;;1095000;0
595095 2 15950;1600000;;1600000;0
595095 2 20000027;2400000;;2400000;0
595095 2 20000502;5490000;;5490000;0
595095 2 20001211;5106000;;5106000;0
595095 6 13946;589800;;589800;0
595113 2 1;3920000;;3920000;0
595113 2 30000297;3920000;;3920000;0
595113 2 30001121;3774000;;3774000;0
595113 2 30001801;3774000;;3774000;0
595113 2 30001907;6740000;;6740000;0
595113 2 30002320;3774000;;3774000;0
595113 2 30002800;3774000;;3774000;0
595113 2 30003224;3774000;;3774000;0
595113 2 419;6535000;;6535000;0
595113 2 63;3000000;;3000000;0
595113 6 1;1590000;;1590000;0
595113 6 200;4190000;;4190000;0
595113 6 30000298;1618000;;1618000;0
595113 6 30001122;1618000;;1618000;0
595113 6 30001454;1618000;;1618000;0
595113 6 30002321;1618000;;1618000;0
595113 6 30002801;1618000;;1618000;0
595113 6 477;3000000;;3000000;0
595113 6 478;3530000;;3530000;0
595140 2 20000335;1600000;;1600000;0
595140 2 20000571;2730000;;2730000;0
595140 6 20000038;657000;;657000;0
595140 6 20000626;657000;;657000;0
595150 2 1758;4000000;;4000000;0
595150 2 648;4500000;;4500000;0
595150 2 875;5000000;;5000000;0
595204 2 12;3458000;;3458000;0
595204 2 16543;700000;;700000;0
595309 2 30000834;1128000;;1128000;0
595309 2 6128;900000;;900000;0
595309 6 6172;228699;;228699;0
595334 2 32377;400000;;400000;0
595334 5 382;516529;;516529;0
595334 6 20000121;386000;;386000;0
595334 6 28475;846529;;846529;0
595334 6 32143;846529;;846529;0
595364 2 11204;800000;;800000;0
595364 2 2663;700000;;700000;0
595364 2 2787;700000;;700000;0
595364 2 5936;500000;;500000;0
595364 2 8462;700000;;700000;0
595364 2 8772;200000;;200000;0
595419 2 104;2500000;;2500000;0
595419 2 1779;3000000;;3000000;0
595419 2 1780;1200000;;1200000;0
595419 2 2595;5000000;;5000000;0
595419 2 3272;3000000;;3000000;0
595419 2 893;3100000;;3100000;0
595419 3 136;300000;;300000;0
595419 3 257;1700000;;1700000;0
595419 3 55;400000;;400000;0
595419 3 7;200000;;200000;0
595419 3 713;350000;;350000;0
595419 6 100230;875570;;875570;0
595419 6 101085;910400;;910400;0
595419 6 101120;172200;;172200;0
595419 6 102057;1116751;;1116751;0
595419 6 102644;669000;;669000;0
595419 6 4028;529000;;529000;0
595447 2 20000368;2000000;;2000000;0
595447 2 20000369;250000;;250000;0
595447 2 20000735;2000000;;2000000;0
595447 2 20000736;250000;;250000;0
595447 2 20000829;600000;;600000;0
595447 2 20001006;1838000;;1838000;0
595447 2 20001271;1838000;;1838000;0
595447 2 20001349;1000000;;1000000;0
595447 2 20001451;1838000;;1838000;0
595447 2 20001548;1000000;;1000000;0
595447 2 20001644;1838000;;1838000;0
595447 2 20001645;1000000;;1000000;0
595447 2 20001710;4500000;;4500000;0
595447 6 20000830;618500;;618500;0
595447 6 20001022;1272000;;1272000;0
595447 6 20001350;1130900;;1130900;0
595447 6 20001600;1176000;;1176000;0
595447 6 20001711;1213500;;1213500;0
595579 2 20000327;340000;;340000;0
595579 2 20000619;340000;;340000;0
595579 2 20001029;297000;;297000;0
595579 2 20001248;297000;;297000;0
595579 2 20001445;195000;;195000;0
595579 2 20001623;400000;;400000;0
595579 2 20001824;650000;;650000;0
595579 2 20002070;700000;;700000;0
595579 2 26016;500000;;500000;0
595579 2 30812;500000;;500000;0
595579 6 26015;478100;;478100;0
595579 6 30813;478100;;478100;0
595598 2 1605;1500000;;1500000;0
595598 2 801;1000000;;1000000;0
595598 2 82;1400000;;1400000;0
595629 2 11;2000000;;2000000;0
595629 2 12;1568000;;1568000;0
595629 2 126;2500000;;2500000;0
595629 2 230;800000;;800000;0
595629 2 30000540;1500000;;1500000;0
595629 2 30001713;1200000;;1200000;0
595629 2 30002294;1000000;;1000000;0
595629 2 531;800000;;800000;0
595629 2 588;483000;;483000;0
595629 2 72;2500000;;2500000;0
595629 2 73;1843000;;1843000;0
595629 2 75;2500000;;2500000;0
595629 6 1;548000;;548000;0
595629 6 145;603600;;603600;0
595629 6 148;452000;;452000;0
595629 6 289;915800;;915800;0
595629 6 30000539;784600;;784600;0
595629 6 30001405;844000;;844000;0
595629 6 30002293;823400;;823400;0
595629 6 30002696;765300;;765300;0
595629 6 479;696800;;696800;0
595629 6 9;562000;;562000;0
595665 6 40091;4494000;;4494000;0
595680 2 20000202;2000000;;2000000;0
595680 6 20000141;527400;;527400;0
595807 2 2927;200000;;200000;0
595807 2 3680;400000;;400000;0
595807 2 5455;300000;;300000;0
595807 6 1542;364000;;364000;0
595807 6 2199;347000;;347000;0
595807 6 2289;32500;;32500;0
595807 6 2483;316000;;316000;0
595807 6 291;228000;;228000;0
595807 6 5311;318300;;318300;0
595807 6 749;271000;;271000;0
595867 6 31;528400;;528400;0
596139 2 26;1786000;;1786000;0
596302 2 6074;110000;;110000;0
596302 6 251;436800;;436800;0
596302 6 25954;516800;;516800;0
596302 6 30689;516800;;516800;0
596302 6 50273;442800;;442800;0
596359 2 6029;3220000;;3220000;0
596359 2 7851;3220000;;3220000;0
596359 5 50093;3249000;;3249000;0
596359 5 50169;3249000;;3249000;0
596359 5 50233;3249000;;3249000;0
596359 5 50298;3249000;;3249000;0
596380 2 20000124;2300000;;2300000;0
596380 2 20000838;2530000;;2530000;0
596380 2 20001078;2530000;;2530000;0
597803 2 20000256;10500000;;10500000;0
597803 2 20000257;2000000;;2000000;0
597803 2 20000258;9000000;;9000000;0
597803 2 20000817;10500000;;10500000;0
597803 2 20000818;9000000;;9000000;0
597803 2 20000819;2000000;;2000000;0
597803 2 20000820;4340000;;4340000;0
597803 6 20000072;4347700;;4347700;0
598508 2 284;3900000;;3900000;0
598508 2 30003640;5000000;;5000000;0
598508 2 353;2800000;;2800000;0
598578 2 452;200000;;200000;0
598578 6 396;365300;;365300;0
598598 13 39680;4933500;;4933500;0
598598 2 135;9700000;;9700000;0
598598 2 140;9000000;;9000000;0
598598 2 163;9700000;;9700000;0
598598 2 231;5000000;;5000000;0
598598 2 30000751;9700000;;9700000;0
598598 2 30001458;9700000;;9700000;0
598598 2 30002016;9700000;;9700000;0
598598 2 30002486;9700000;;9700000;0
598598 2 559;9700000;;9700000;0
598598 2 673;9700000;;9700000;0
598598 6 187;3646000;;3646000;0
598598 6 199;3646000;;3646000;0
598598 6 241;8609300;;8609300;0
598598 6 26966;8609300;;8609300;0
598598 6 30000204;3646000;;3646000;0
598598 6 30000880;3501000;;3501000;0
598598 6 30001484;3501000;;3501000;0
598598 6 30001885;3501000;;3501000;0
598598 6 30002311;3501000;;3501000;0
598598 6 30002996;8609300;;8609300;0
598598 6 30003342;8609300;;8609300;0
598598 6 30003808;8609300;;8609300;0
598598 6 30029;1526500;;1526500;0
598598 6 30741;8609300;;8609300;0
598598 6 322;1663200;;1663200;0
598598 6 480;3646000;;3646000;0
598598 6 723;3646000;;3646000;0
598698 2 394;756000;;756000;0
598698 2 429;616000;;616000;0
598698 2 466;330000;;330000;0
598698 2 80;600000;;600000;0
598801 2 139;1000000;;1000000;0
598801 2 652;1500000;;1500000;0
598801 6 1;830000;;830000;0
598801 6 148;1113748;;1113748;0
598851 2 297;6000000;;6000000;0
598851 2 30000252;6000000;;6000000;0
598851 2 30001074;5969000;;5969000;0
598851 2 30001823;5969000;;5969000;0
598851 2 30002441;5969000;;5969000;0
598851 2 694;5300000;;5300000;0
598851 6 30002122;3587200;;3587200;0
598883 1 391;2300000;;2300000;0
598883 2 328;1800000;;1800000;0
598883 6 1;1397700;;1397700;0
598883 6 372;1395500;;1395500;0
598885 2 294;6000000;;6000000;0
598885 2 298;10000000;;10000000;0
598885 2 30000210;10000000;;10000000;0
598885 2 30001043;9893000;;9893000;0
