"","id.join","vr.pagos","NA","CREDITO"
"62475","70810461 6 790",6,1012500,"NULL"
"62476","70810471 2 1303",2,1105000,"NULL"
"62477","70810471 2 1660",2,1105000,"NULL"
"62478","70810471 2 568",4,1200000,"NULL"
"62479","70810471 2 94",4,1200000,"NULL"
"62480","70810473 2 34677",8,3e+06,"NULL"
"62481","70810475 2 1321",2,2491000,"NULL"
"62482","70810475 2 1630",2,2491000,"NULL"
"62483","70810475 2 17",2,2600000,"NULL"
"62484","70810475 2 1945",2,2491000,"NULL"
"62485","70810475 2 2291",2,2491000,"NULL"
"62486","70810475 2 25860",2,2491000,"NULL"
"62487","70810475 2 2648",2,2491000,"NULL"
"62488","70810475 2 29536",2,2491000,"NULL"
"62489","70810475 2 33170",4,2491000,"NULL"
"62490","70810475 2 508",4,2600000,"NULL"
"62491","70810475 2 953",2,2491000,"NULL"
"62492","70810477 13 2529",78,313000,"NULL"
"62493","70810477 2 1603",2,1200000,"NULL"
"62494","70810477 2 1920",2,2e+06,"NULL"
"62495","70810477 2 2260",2,2e+06,"NULL"
"62496","70810477 2 25453",2,2500000,"NULL"
"62497","70810477 2 2567",2,2e+06,"NULL"
"62498","70810477 2 28615",2,2500000,"NULL"
"62499","70810477 2 32455",2,2500000,"NULL"
"62500","70810477 2 36040",2,2500000,"NULL"
"62501","70810477 2 38487",6,2e+06,"NULL"
"62502","70810477 6 551",12,307000,"NULL"
"62503","70810477 6 611",12,284400,"NULL"
"62504","70810498 2 726",4,2900000,"NULL"
"62505","70810498 2 95",2,2900000,"NULL"
"62506","70810500 2 3",2,9e+05,"NULL"
"62507","70810500 5 962",10,5375,"NULL"
"62508","70810500 6 601",6,323000,"NULL"
"62509","70810505 2 1160",2,5e+05,"NULL"
"62510","70810505 2 1246",2,1e+06,"NULL"
"62511","70810505 2 1412",2,1e+06,"NULL"
"62512","70810505 2 1709",2,1e+06,"NULL"
"62513","70810505 2 2034",2,1e+06,"NULL"
"62514","70810505 2 2385",2,1e+06,"NULL"
"62515","70810505 2 26843",4,1e+06,"NULL"
"62516","70810505 2 2740",2,1e+06,"NULL"
"62517","70810505 2 31465",4,9e+05,"NULL"
"62518","70810505 2 783",2,5e+05,"NULL"
"62519","70810505 2 99",2,5e+05,"NULL"
"62520","70810505 5 35221",15,1041400,"NULL"
"62521","70810505 6 15813",6,1157400,"NULL"
"62522","70810505 6 18400",6,1157400,"NULL"
"62523","70810505 6 21184",6,1157400,"NULL"
"62524","70810505 6 24219",6,1157400,"NULL"
"62525","70810505 6 27798",12,1157400,"NULL"
"62526","70810505 6 31462",6,1041400,"NULL"
"62527","70810514 2 1038",2,1123000,"NULL"
"62528","70810514 2 1369",2,1123000,"NULL"
"62529","70810514 2 158",2,1200000,"NULL"
"62530","70810514 2 1669",2,1123000,"NULL"
"62531","70810514 2 1968",2,2e+06,"NULL"
"62532","70810514 2 2318",2,2e+06,"NULL"
"62533","70810514 2 26273",2,2e+06,"NULL"
"62534","70810514 2 2687",2,2e+06,"NULL"
"62535","70810514 2 29785",2,2e+06,"NULL"
"62536","70810514 2 33504",2,2e+06,"NULL"
"62537","70810514 2 40162",2,1e+06,"NULL"
"62538","70810514 2 573",4,1200000,"NULL"
"62539","70810535 2 1328",2,1400000,"NULL"
"62540","70810535 2 1632",2,1400000,"NULL"
"62541","70810535 2 1956",2,1400000,"NULL"
"62542","70810535 2 2298",2,1400000,"NULL"
"62543","70810535 2 2681",4,1400000,"NULL"
"62544","70810535 2 72",2,1e+06,"NULL"
"62545","70810542 2 1166",2,2715000,"NULL"
"62546","70810542 2 1471",2,2715000,"NULL"
"62547","70810542 2 16314",2,5400000,"NULL"
"62548","70810542 2 19103",2,5e+06,"NULL"
"62549","70810542 2 2731",2,5e+06,"NULL"
"62550","70810542 2 38",2,2e+06,"NULL"
"62551","70810542 2 40707",2,1e+07,"NULL"
"62552","70810542 2 763",4,3e+06,"NULL"
"62553","70810542 6 1167",6,1850500,"NULL"
"62554","70810542 6 1472",6,1850500,"NULL"
"62555","70810542 6 28877",6,1068000,"NULL"
"62556","70810542 6 613",6,1160500,"NULL"
"62557","70810542 6 764",6,1850500,"NULL"
"62558","70810552 2 1540",2,2287000,"NULL"
"62559","70810552 2 1817",2,2287000,"NULL"
"62560","70810552 2 192",2,1300000,"NULL"
"62561","70810552 2 1970",6,2287000,"NULL"
"62562","70810552 2 2335",2,2277000,"NULL"
"62563","70810552 2 2710",2,0,"NULL"
"62564","70810552 2 401",4,2300000,"NULL"
"62565","70810552 6 1539",6,1200000,"NULL"
"62566","70810552 6 1818",6,1200000,"NULL"
"62567","70810552 6 1971",6,1200000,"NULL"
"62568","70810552 6 2336",6,1200000,"NULL"
"62569","70810552 6 2709",6,1200000,"NULL"
"62570","70810552 6 402",6,1200000,"NULL"
"62571","70810552 6 673",6,708705,"NULL"
"62572","70810575 13 34630",130,1050200,"NULL"
"62573","70810575 6 26672",6,1414000,"NULL"
"62574","70810580 2 1063",2,1500000,"NULL"
"62575","70810580 2 10884",4,3e+06,"NULL"
"62576","70810580 2 13990",4,3e+06,"NULL"
"62577","70810580 2 16535",2,2900000,"NULL"
"62578","70810580 2 1853",2,1600000,"NULL"
"62579","70810580 2 19311",2,2900000,"NULL"
"62580","70810580 2 2048",2,1600000,"NULL"
"62581","70810580 2 21382",2,2900000,"NULL"
"62582","70810580 2 24163",6,2900000,"NULL"
"62583","70810580 2 27643",4,1e+06,"NULL"
"62584","70810580 2 2865",2,1600000,"NULL"
"62585","70810580 2 32191",4,2900000,"NULL"
"62586","70810580 2 3401",4,1600000,"NULL"
"62587","70810580 2 35818",6,3e+06,"NULL"
"62588","70810580 2 377",4,1e+06,"NULL"
"62589","70810580 2 8167",2,2e+06,"NULL"
"62590","70810580 6 101030",6,670300,"NULL"
"62591","70810580 6 101518",6,634800,"NULL"
"62592","70810580 6 10842",6,520800,"NULL"
"62593","70810580 6 1736",12,634800,"NULL"
"62594","70810580 6 6189",12,474000,"NULL"
"62595","70810581 2 1835",2,2e+05,"NULL"
"62596","70810581 2 525",2,2e+05,"NULL"
"62597","70810596 2 1282",2,3e+06,"NULL"
"62598","70810596 2 2405",2,3e+06,"NULL"
"62599","70810596 2 2833",2,3e+06,"NULL"
"62600","70810596 2 28698",4,3e+06,"NULL"
"62601","70810596 2 30599",2,3e+06,"NULL"
"62602","70810596 2 35250",4,3e+06,"NULL"
"62603","70810596 2 433",2,1500000,"NULL"
"62604","70810596 2 919",2,2e+06,"NULL"
"62605","70810607 2 1905",6,5900000,"NULL"
"62606","70810607 2 40628",2,0,"NULL"
"62607","70810607 2 42",6,3570000,"NULL"
"62608","70810607 2 860",2,3557000,"NULL"
"62609","70810616 2 1163",2,1659000,"NULL"
"62610","70810616 2 1496",2,1659000,"NULL"
"62611","70810616 2 1811",4,1659000,"NULL"
"62612","70810616 2 194",2,1659000,"NULL"
"62613","70810616 2 2155",6,1319000,"NULL"
"62614","70810616 2 25972",2,0,"NULL"
"62615","70810616 2 788",2,1659000,"NULL"
"62616","70810633 2 29",4,1e+06,"NULL"
"62617","70810655 2 1079",2,1186000,"NULL"
"62618","70810655 2 1403",2,1186000,"NULL"
"62619","70810655 2 238",2,1400000,"NULL"
"62620","70810655 2 679",4,1400000,"NULL"
"62621","70810657 13 28896",91,1655993,"NULL"
"62622","70810657 13 30413",78,1766902,"NULL"
"62623","70810657 13 32785",117,2036993,"NULL"
"62624","70810657 2 1153",2,6e+06,"NULL"
"62625","70810657 2 12072",6,1780000,"NULL"
"62626","70810657 2 136",2,1900000,"NULL"
"62627","70810657 2 1509",2,7e+06,"NULL"
"62628","70810657 2 1833",2,7e+06,"NULL"
"62629","70810657 2 2320",2,7e+06,"NULL"
"62630","70810657 2 26256",2,9900000,"NULL"
"62631","70810657 2 2704",8,7000710,"NULL"
"62632","70810657 2 30257",2,9900000,"NULL"
"62633","70810657 2 706",4,6e+06,"NULL"
"62634","70810657 5 277",30,16423000,"NULL"
"62635","70810657 6 1688",6,2687400,"NULL"
"62636","70810657 6 1989",6,2687400,"NULL"
"62637","70810657 6 2337",6,2687400,"NULL"
"62638","70810657 6 26978",12,2687400,"NULL"
"62639","70810657 6 2705",6,2687400,"NULL"
"62640","70810657 6 30901",6,2417000,"NULL"
"62641","70810657 6 653",6,1057800,"NULL"
"62642","70810667 2 10913",2,2100000,"NULL"
"62643","70810667 2 11196",2,1e+06,"NULL"
"62644","70810667 2 4197",2,7e+05,"NULL"
"62645","70810667 2 7898",4,1900000,"NULL"
"62646","70810667 3 9124",3,5e+05,"NULL"
"62647","70810667 3 9308",3,5e+05,"NULL"
"62648","70810667 3 9416",3,6e+05,"NULL"
"62649","70810667 6 4342",6,476400,"NULL"
"62650","70810667 6 6908",6,889000,"NULL"
"62651","70810667 6 8595",6,1242000,"NULL"
"62652","70810667 6 9536",6,1474000,"NULL"
"62653","70810669 13 25152",39,1341000,"NULL"
"62654","70810669 2 1008",2,2190000,"NULL"
"62655","70810669 2 1474",2,2190000,"NULL"
"62656","70810669 2 16540",4,4e+06,"NULL"
"62657","70810669 2 19557",2,4e+06,"NULL"
"62658","70810669 2 22853",2,4e+06,"NULL"
"62659","70810669 2 241",4,2850000,"NULL"
"62660","70810669 2 25887",2,4e+06,"NULL"
"62661","70810669 2 29188",4,4e+06,"NULL"
"62662","70810669 2 33248",2,4e+06,"NULL"
"62663","70810669 5 36605",5,4e+06,"NULL"
"62664","70810669 6 10936",6,1047000,"NULL"
"62665","70810669 6 13513",12,1047000,"NULL"
"62666","70810669 6 16521",12,721000,"NULL"
"62667","70810669 6 17252",6,2047500,"NULL"
"62668","70810669 6 27319",12,1801500,"NULL"
"62669","70810669 6 31251",18,2532536,"NULL"
"62670","70810669 6 35817",6,1711600,"NULL"
"62671","70810669 6 690",6,920000,"NULL"
"62672","70810669 6 7426",12,1267000,"NULL"
"62673","70810672 2 377",2,7e+05,"NULL"
"62674","70810672 2 91",2,7e+05,"NULL"
"62675","70810672 6 633",12,421500,"NULL"
"62676","70810675 2 126",4,729000,"NULL"
"62677","70810675 2 659",6,729000,"NULL"
"62678","70810676 2 1953",2,1300000,"NULL"
"62679","70810676 2 1962",2,1256000,"NULL"
"62680","70810676 2 254",2,6e+05,"NULL"
"62681","70810676 2 784",2,6e+05,"NULL"
"62682","70810676 6 2",6,340500,"NULL"
"62683","70810676 6 637",6,340500,"NULL"
"62684","70810698 13 28663",26,569600,"NULL"
"62685","70810698 2 1281",2,1016000,"NULL"
"62686","70810698 2 1600",2,1016000,"NULL"
"62687","70810698 2 1887",2,1016000,"NULL"
"62688","70810698 2 2220",2,1016000,"NULL"
"62689","70810698 2 24502",2,2500000,"NULL"
"62690","70810698 2 2577",2,1016000,"NULL"
"62691","70810698 2 275",2,1090000,"NULL"
"62692","70810698 2 28250",2,2500000,"NULL"
"62693","70810698 2 38722",2,5e+06,"NULL"
"62694","70810698 2 458",4,1090000,"NULL"
"62695","70810698 2 909",2,1016000,"NULL"
"62696","70810698 6 25177",6,453250,"NULL"
"62697","70810698 6 36524",6,576000,"NULL"
"62698","70810714 1 1116",1,1866000,"NULL"
"62699","70810714 1 1442",1,1866000,"NULL"
"62700","70810714 1 1739",2,1866000,"NULL"
"62701","70810714 1 2056",1,1100000,"NULL"
"62702","70810714 1 755",3,2200000,"NULL"
"62703","70810714 1 863",1,2200000,"NULL"
"62704","70810714 2 24976",2,1300000,"NULL"
"62705","70810714 2 27384",4,1300000,"NULL"
"62706","70810714 2 31034",4,1170000,"NULL"
"62707","70810714 2 35037",2,2e+06,"NULL"
"62708","70810714 2 36546",2,2200000,"NULL"
"62709","70810714 2 38372",4,1300000,"NULL"
"62710","70810724 2 813",4,7e+05,"NULL"
"62711","70810739 2 1391",2,1323000,"NULL"
"62712","70810739 2 1813",2,1323000,"NULL"
"62713","70810739 2 226",2,1500000,"NULL"
"62714","70810739 2 2278",2,1323000,"NULL"
"62715","70810739 2 2715",4,1323000,"NULL"
"62716","70810739 2 27319",4,823000,"NULL"
"62717","70810739 2 28036",2,4e+06,"NULL"
"62718","70810739 2 31475",2,4e+06,"NULL"
"62719","70810739 2 31710",2,4900000,"NULL"
"62720","70810739 2 39804",2,0,"NULL"
"62721","70810739 2 505",4,1500000,"NULL"
"62722","70810739 2 956",2,1323000,"NULL"
"62723","70810739 5 315",25,4900000,"NULL"
"62724","70810739 5 35583",15,2531700,"NULL"
"62725","70810739 6 31812",6,2531700,"NULL"
"62726","70810739 6 39891",6,0,"NULL"
"62727","70810740 2 1199",2,1858000,"NULL"
"62728","70810740 2 1594",2,1858000,"NULL"
"62729","70810740 2 1906",2,7e+06,"NULL"
"62730","70810740 2 2297",2,7e+06,"NULL"
"62731","70810740 2 25975",2,7e+06,"NULL"
"62732","70810740 2 2650",2,7e+06,"NULL"
"62733","70810740 2 288",2,2e+06,"NULL"
"62734","70810740 2 32683",4,7e+06,"NULL"
"62735","70810740 2 723",4,2e+06,"NULL"
"62736","70810740 5 36045",20,4174000,"NULL"
"62737","70810741 2 24666",2,1e+06,"NULL"
"62738","70810741 2 27560",2,1500000,"NULL"
"62739","70810741 2 32817",2,2e+06,"NULL"
"62740","70810741 2 38146",4,4e+06,"NULL"
"62741","70810741 2 40526",2,4e+06,"NULL"
"62742","70810741 6 24667",6,677000,"NULL"
"62743","70810741 6 29517",6,932400,"NULL"
"62744","70810741 6 35489",6,1560800,"NULL"
"62745","70810741 6 40450",6,1731000,"NULL"
"62746","70810761 2 1232",2,1e+06,"NULL"
"62747","70810761 2 13306",2,1300000,"NULL"
"62748","70810763 2 239",2,3500000,"NULL"
"62749","70810763 2 474",8,4360000,"NULL"
"62750","70810763 6 475",6,2390000,"NULL"
"62751","70810763 6 689",6,1820000,"NULL"
"62752","70810784 2 777",2,6e+05,"NULL"
"62753","70810789 2 1751",2,2e+06,"NULL"
"62754","70810789 2 1934",4,5e+05,"NULL"
"62755","70810789 2 2047",4,2e+06,"NULL"
"62756","70810789 2 2187",4,4200000,"NULL"
"62757","70810789 2 2503",4,3470000,"NULL"
"62758","70810789 2 26500",2,9900000,"NULL"
"62759","70810789 2 2725",2,9900000,"NULL"
"62760","70810789 2 30242",2,9900000,"NULL"
"62761","70810789 2 33952",14,9900000,"NULL"
"62762","70810789 2 918",2,1500000,"NULL"
"62763","70810790 2 19811",2,4e+05,"NULL"
"62764","70810790 2 21164",2,5e+05,"NULL"
"62765","70810790 2 25557",2,8e+05,"NULL"
"62766","70810790 2 29143",4,8e+05,"NULL"
"62767","70810790 2 32469",2,1200000,"NULL"
"62768","70810790 2 35980",2,1500000,"NULL"
"62769","70810790 2 37993",4,2e+06,"NULL"
"62770","70810790 2 40442",2,0,"NULL"
"62771","70810790 6 21800",6,360900,"NULL"
"62772","70810806 2 10585",2,380000,"NULL"
"62773","70810806 2 13403",2,5e+05,"NULL"
"62774","70810806 2 15359",2,7e+05,"NULL"
"62775","70810806 2 18648",2,7e+05,"NULL"
"62776","70810806 2 24141",2,6e+05,"NULL"
"62777","70810806 2 27980",2,1700000,"NULL"
"62778","70810806 2 31938",2,2100000,"NULL"
"62779","70810806 2 33954",10,6375000,"NULL"
"62780","70810806 2 37348",4,2e+06,"NULL"
"62781","70810806 2 38940",2,750000,"NULL"
"62782","70810806 2 7655",2,3e+05,"NULL"
"62783","70810806 6 10602",6,257000,"NULL"
"62784","70810806 6 13459",6,388500,"NULL"
"62785","70810806 6 15366",6,450100,"NULL"
"62786","70810806 6 18955",6,450100,"NULL"
"62787","70810806 6 24151",6,842700,"NULL"
"62788","70810806 6 27988",6,1138500,"NULL"
"62789","70810806 6 31986",6,1390600,"NULL"
"62790","70810806 6 38956",6,1529648,"NULL"
"62791","70810806 6 5794",6,240800,"NULL"
"62792","70810806 6 7503",12,218800,"NULL"
"62793","70810820 2 173",2,3e+06,"NULL"
"62794","70810820 2 441",2,3e+06,"NULL"
"62795","70810821 2 97",10,2520000,"NULL"
"62796","70810824 2 1178",2,8e+05,"NULL"
"62797","70810824 2 518",6,8e+05,"NULL"
"62798","70810824 2 850",6,8e+05,"NULL"
"62799","70810828 2 1115",2,1300000,"NULL"
"62800","70810828 2 1430",4,1300000,"NULL"
"62801","70810828 2 1734",2,1084000,"NULL"
"62802","70810828 2 2046",2,1084000,"NULL"
"62803","70810828 2 2412",2,1084000,"NULL"
"62804","70810828 2 2790",4,1084000,"NULL"
"62805","70810828 2 37320",2,1300000,"NULL"
"62806","70810828 2 39805",2,1500000,"NULL"
"62807","70810828 2 815",2,1300000,"NULL"
"62808","70810834 2 2632",4,4e+05,"NULL"
"62809","70810834 2 2824",2,1200000,"NULL"
"62810","70810834 2 28484",8,1800000,"NULL"
"62811","70810834 2 33081",8,2200000,"NULL"
"62812","70810834 6 2633",18,605600,"NULL"
"62813","70810834 6 2825",6,812400,"NULL"
"62814","70810834 6 28485",6,1167800,"NULL"
"62815","70810834 6 33083",6,1539600,"NULL"
"62816","70810836 2 1388",4,2938000,"NULL"
"62817","70810836 2 1885",8,2423000,"NULL"
"62818","70810836 2 19119",8,5e+06,"NULL"
"62819","70810836 2 19678",8,3500000,"NULL"
"62820","70810836 2 23146",4,5e+06,"NULL"
"62821","70810836 2 242",6,2938000,"NULL"
"62822","70810836 2 26564",2,5e+06,"NULL"
"62823","70810836 2 27216",2,3500000,"NULL"
"62824","70810836 2 31008",2,3500000,"NULL"
"62825","70810836 2 31010",4,5e+06,"NULL"
"62826","70810836 2 34936",10,3500000,"NULL"
"62827","70810836 2 893",4,2938000,"NULL"
"62828","70810836 5 394",30,5e+06,"NULL"
"62829","70810836 6 101598",6,487000,"NULL"
"62830","70810836 6 10960",6,370000,"NULL"
"62831","70810836 6 1147",6,830000,"NULL"
"62832","70810836 6 12",6,1030000,"NULL"
"62833","70810836 6 13745",6,986000,"NULL"
"62834","70810836 6 17328",12,986000,"NULL"
"62835","70810836 6 213",18,1030000,"NULL"
"62836","70810836 6 2166",6,487000,"NULL"
"62837","70810836 6 2729",6,589000,"NULL"
"62838","70810836 6 41",6,589000,"NULL"
"62839","70810836 6 783",18,785000,"NULL"
"62840","70810836 6 7951",12,589000,"NULL"
"62841","70810842 1 1890",1,2e+06,"NULL"
"62842","70810842 1 2232",1,2e+06,"NULL"
"62843","70810842 2 2616",2,2e+06,"NULL"
"62844","70810842 2 27924",6,3e+06,"NULL"
"62845","70810842 2 2855",2,3e+06,"NULL"
"62846","70810842 2 32450",2,2500000,"NULL"
"62847","70810844 13 28425",13,1139200,"NULL"
"62848","70810844 2 28422",2,1700000,"NULL"
"62849","70810844 2 33128",2,2700000,"NULL"
"62850","70810844 2 36445",4,3800000,"NULL"
"62851","70810844 6 28426",6,1139200,"NULL"
"62852","70810844 7 39213",7,1e+07,"NULL"
"62853","70810854 13 22572",13,439600,"NULL"
"62854","70810854 13 34414",221,2007000,"NULL"
"62855","70810854 13 38043",221,3785000,"NULL"
"62856","70810854 2 29242",4,1500000,"NULL"
"62857","70810854 2 32879",2,2e+06,"NULL"
"62858","70810854 2 36057",2,2e+06,"NULL"
"62859","70810854 6 25414",6,683000,"NULL"
"62860","70810854 6 29005",18,1297700,"NULL"
"62861","70810854 6 36068",6,1935500,"NULL"
"62862","70810854 6 39087",12,4606000,"NULL"
"62863","70810865 2 12414",2,4e+05,"NULL"
"62864","70810865 2 12827",2,1200000,"NULL"
"62865","70810865 2 15679",2,1200000,"NULL"
"62866","70810865 2 17813",2,2e+06,"NULL"
"62867","70810865 2 20255",2,2470000,"NULL"
"62868","70810865 2 23599",2,3e+06,"NULL"
"62869","70810865 2 26635",2,3400000,"NULL"
"62870","70810865 2 30985",6,3800000,"NULL"
"62871","70810865 2 36429",2,5e+06,"NULL"
"62872","70810865 2 38237",8,6e+06,"NULL"
"62873","70810865 6 17042",6,364000,"NULL"
"62874","70810865 6 22065",12,648500,"NULL"
"62875","70810865 6 25727",6,424200,"NULL"
"62876","70810870 2 5962",4,2e+06,"NULL"
"62877","70810870 6 5840",6,2013000,"NULL"
"62878","70810872 6 1014",6,185800,"NULL"
"62879","70810872 6 1370",6,185800,"NULL"
"62880","70810872 6 38350",6,529900,"NULL"
"62881","70810872 6 572",12,224800,"NULL"
"62882","70810872 6 640",6,224800,"NULL"
"62883","70810875 2 1086",2,5e+05,"NULL"
"62884","70810875 2 13850",4,3e+06,"NULL"
"62885","70810875 2 1526",2,590000,"NULL"
"62886","70810875 2 21536",8,3e+06,"NULL"
"62887","70810875 2 23771",6,2100000,"NULL"
"62888","70810875 2 27225",8,1777700,"NULL"
"62889","70810875 2 2785",2,6e+05,"NULL"
"62890","70810875 2 28143",4,3e+06,"NULL"
"62891","70810875 2 310",2,645000,"NULL"
"62892","70810875 2 35170",2,3e+06,"NULL"
"62893","70810875 2 3671",4,7e+05,"NULL"
"62894","70810875 2 37971",2,4e+06,"NULL"
"62895","70810875 2 600",2,5e+05,"NULL"
"62896","70810875 2 6628",2,7e+05,"NULL"
"62897","70810875 2 9725",6,2e+06,"NULL"
"62898","70810875 3 10402",9,6e+05,"NULL"
"62899","70810875 3 11860",6,6e+05,"NULL"
"62900","70810875 3 14486",3,3e+05,"NULL"
"62901","70810875 3 898",3,105000,"NULL"
"62902","70810875 5 37693",15,4020715,"NULL"
"62903","70810875 6 102948",6,590000,"NULL"
"62904","70810875 6 1372",18,740000,"NULL"
"62905","70810875 6 13868",12,889050,"NULL"
"62906","70810875 6 169",6,387000,"NULL"
"62907","70810875 6 175",6,386000,"NULL"
"62908","70810875 6 2045",6,562000,"NULL"
"62909","70810875 6 21535",6,889050,"NULL"
"62910","70810875 6 23862",6,1366400,"NULL"
"62911","70810875 6 2559",6,562000,"NULL"
"62912","70810875 6 28217",6,889032,"NULL"
"62913","70810875 6 32023",12,889032,"NULL"
"62914","70810875 6 35180",6,1020715,"NULL"
"62915","70810875 6 38003",6,1142735,"NULL"
"62916","70810875 6 395",6,314900,"NULL"
"62917","70810875 6 39623",12,611417,"NULL"
"62918","70810875 6 5569",12,590000,"NULL"
"62919","70810875 6 781",6,623250,"NULL"
"62920","70810875 6 9433",6,498000,"NULL"
"62921","70810888 2 1007",2,4983000,"NULL"
"62922","70810888 2 1363",2,4983000,"NULL"
"62923","70810888 2 1662",2,4983000,"NULL"
"62924","70810888 2 1976",4,4983000,"NULL"
"62925","70810888 2 522",12,6600000,"NULL"
"62926","70810888 2 98",8,5e+06,"NULL"
"62927","70810888 6 523",6,528000,"NULL"
"62928","70810888 6 637",6,353400,"NULL"
"62929","70810898 2 1067",2,8e+05,"NULL"
"62930","70810898 2 1405",2,1e+06,"NULL"
"62931","70810898 2 1679",2,1e+06,"NULL"
"62932","70810898 2 1973",2,1500000,"NULL"
"62933","70810898 2 2325",2,1500000,"NULL"
"62934","70810898 2 26820",2,1e+06,"NULL"
"62935","70810898 2 2755",2,1200000,"NULL"
"62936","70810898 2 30444",2,1e+06,"NULL"
"62937","70810898 2 34290",10,1e+06,"NULL"
"62938","70810898 2 40664",2,0,"NULL"
"62939","70810898 2 707",4,9e+05,"NULL"
"62940","70810898 6 634",6,382400,"NULL"
"62941","70810923 2 110",2,4e+05,"NULL"
"62942","70810930 2 1722",2,6e+05,"NULL"
"62943","70810930 2 2040",2,6e+05,"NULL"
"62944","70810930 2 24594",2,1500000,"NULL"
"62945","70810930 2 2613",2,1500000,"NULL"
"62946","70810930 2 28917",6,1500000,"NULL"
"62947","70810930 2 33366",2,1500000,"NULL"
"62948","70810930 2 36705",4,1500000,"NULL"
"62949","70810941 2 2348",2,2e+06,"NULL"
"62950","70810941 2 24566",2,4900000,"NULL"
"62951","70810941 2 28160",4,4900000,"NULL"
"62952","70810941 2 31903",2,5600000,"NULL"
"62953","70810941 2 38264",4,5e+06,"NULL"
"62954","70810941 2 40811",2,1e+07,"NULL"
"62955","70810941 6 38268",6,3003088,"NULL"
"62956","70810945 2 38138",4,2e+06,"NULL"
"62957","70810945 2 38998",8,1200000,"NULL"
"62958","70810945 6 39016",18,810400,"NULL"
"62959","70810950 2 1125",2,1702000,"NULL"
"62960","70810950 2 1553",2,1702000,"NULL"
"62961","70810950 2 1844",2,1702000,"NULL"
"62962","70810950 2 2086",2,1702000,"NULL"
"62963","70810950 2 24526",2,1610000,"NULL"
"62964","70810950 2 2490",4,1702000,"NULL"
"62965","70810950 2 284",2,1800000,"NULL"
"62966","70810950 2 28577",2,1610000,"NULL"
"62967","70810950 2 32306",2,1610000,"NULL"
"62968","70810950 2 719",4,1800000,"NULL"
"62969","70810950 5 373",25,1080000,"NULL"
"62970","70810956 2 1027",2,2747000,"NULL"
"62971","70810956 2 1416",2,2747000,"NULL"
"62972","70810956 2 169",2,2800000,"NULL"
"62973","70810956 2 1786",2,2747000,"NULL"
"62974","70810956 2 2133",2,2747000,"NULL"
"62975","70810956 2 24794",2,2747000,"NULL"
"62976","70810956 2 2553",2,2747000,"NULL"
"62977","70810956 2 28627",2,2747000,"NULL"
"62978","70810956 2 32242",2,2747000,"NULL"
"62979","70810956 2 563",4,2800000,"NULL"
"62980","70810956 5 35812",25,1832000,"NULL"
"62981","70810958 2 1649",2,6e+05,"NULL"
"62982","70810958 2 369",2,8e+05,"NULL"
"62983","70810958 2 58",2,8e+05,"NULL"
"62984","70810959 13 2612",52,898400,"NULL"
"62985","70810959 2 11545",2,1379000,"NULL"
"62986","70810959 2 14084",2,1379000,"NULL"
"62987","70810959 2 16758",2,1379000,"NULL"
"62988","70810959 2 17694",2,4100000,"NULL"
"62989","70810959 2 20570",2,4800000,"NULL"
"62990","70810959 2 229",2,1700000,"NULL"
"62991","70810959 2 25580",4,8500000,"NULL"
"62992","70810959 2 28755",2,9800000,"NULL"
"62993","70810959 2 33010",2,11800000,"NULL"
"62994","70810959 2 36288",2,1.2e+07,"NULL"
"62995","70810959 2 39642",4,1.5e+07,"NULL"
"62996","70810959 2 5905",4,1700000,"NULL"
"62997","70810959 2 8798",2,1379000,"NULL"
"62998","70810959 6 18206",6,2798400,"NULL"
"62999","70810959 6 20577",6,3153600,"NULL"
"63000","70810959 6 26754",6,6246800,"NULL"
"63001","70810959 6 31057",6,6246800,"NULL"
"63002","70810959 6 36442",6,4254500,"NULL"
"63003","70810959 6 37540",12,9954000,"NULL"
"63004","70810959 6 39653",12,8036621,"NULL"
"63005","70810959 6 411",12,1963500,"NULL"
"63006","70810975 2 2157",2,3e+05,"NULL"
"63007","70810975 2 2606",2,4e+05,"NULL"
"63008","70810975 2 27830",2,4e+05,"NULL"
"63009","70810975 2 2843",2,4e+05,"NULL"
"63010","70810975 2 31695",2,4e+05,"NULL"
"63011","70810975 5 35395",20,4e+05,"NULL"
"63012","70811008 13 25029",13,1003900,"NULL"
"63013","70811008 13 50364",39,1070900,"NULL"
"63014","70811008 2 27346",2,6e+06,"NULL"
"63015","70811008 2 32619",2,6e+06,"NULL"
"63016","70811008 2 50028",2,2800000,"NULL"
"63017","70811008 2 50098",2,3e+06,"NULL"
"63018","70811008 2 50178",2,3e+06,"NULL"
"63019","70811008 2 50266",2,3e+06,"NULL"
"63020","70811008 2 50353",2,3e+06,"NULL"
"63021","70811008 2 50412",2,3e+06,"NULL"
"63022","70811008 2 6034",2,1700000,"NULL"
"63023","70811008 2 7359",2,2e+06,"NULL"
"63024","70811008 5 35621",15,8095800,"NULL"
"63025","70811008 6 27366",6,3973600,"NULL"
"63026","70811008 6 32620",6,2095800,"NULL"
"63027","70811008 6 50027",6,1699600,"NULL"
"63028","70811008 6 50097",6,1972100,"NULL"
"63029","70811008 6 50180",6,1635900,"NULL"
"63030","70811008 6 50267",6,1635900,"NULL"
"63031","70811008 6 50354",6,1635900,"NULL"
"63032","70811008 6 50413",6,1635900,"NULL"
"63033","70811008 6 6079",6,1330000,"NULL"
"63034","70811008 6 7355",12,1278000,"NULL"
